"arquivo_relativo","status","detalhe"
"tools\FileReadTool\imageProcessor.ts","conteudo_diferente","hash_diferente"
"tools\FileReadTool\limits.ts","conteudo_diferente","hash_diferente"
"tools\FileReadTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\FileReadTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\FileWriteTool\FileWriteTool.ts","conteudo_diferente","hash_diferente"
"tools\FileWriteTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\FileWriteTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\GlobTool\GlobTool.ts","conteudo_diferente","hash_diferente"
"tools\GlobTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\GlobTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\GrepTool\GrepTool.ts","conteudo_diferente","hash_diferente"
"tools\GrepTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\GrepTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\ListMcpResourcesTool\ListMcpResourcesTool.ts","conteudo_diferente","hash_diferente"
"tools\ListMcpResourcesTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ListMcpResourcesTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\LSPTool\formatters.ts","conteudo_diferente","hash_diferente"
"tools\LSPTool\LSPTool.ts","conteudo_diferente","hash_diferente"
"tools\LSPTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\LSPTool\schemas.ts","conteudo_diferente","hash_diferente"
"tools\LSPTool\symbolContext.ts","conteudo_diferente","hash_diferente"
"tools\LSPTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\McpAuthTool\McpAuthTool.ts","conteudo_diferente","hash_diferente"
"tools\MCPTool\classifyForCollapse.ts","conteudo_diferente","hash_diferente"
"tools\MCPTool\MCPTool.ts","conteudo_diferente","hash_diferente"
"tools\MCPTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\MCPTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\NotebookEditTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\NotebookEditTool\NotebookEditTool.ts","conteudo_diferente","hash_diferente"
"tools\NotebookEditTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\NotebookEditTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\clmTypes.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\commandSemantics.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\commonParameters.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\destructiveCommandWarning.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\gitSafety.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\modeValidation.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\pathValidation.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\powershellPermissions.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\powershellSecurity.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\PowerShellTool.tsx","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\readOnlyValidation.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\toolName.ts","conteudo_diferente","hash_diferente"
"tools\PowerShellTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\ReadMcpResourceTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ReadMcpResourceTool\ReadMcpResourceTool.ts","conteudo_diferente","hash_diferente"
"tools\ReadMcpResourceTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\RemoteTriggerTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\RemoteTriggerTool\RemoteTriggerTool.ts","conteudo_diferente","hash_diferente"
"tools\RemoteTriggerTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\REPLTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\REPLTool\primitiveTools.ts","conteudo_diferente","hash_diferente"
"tools\ScheduleCronTool\CronCreateTool.ts","conteudo_diferente","hash_diferente"
"tools\ScheduleCronTool\CronDeleteTool.ts","conteudo_diferente","hash_diferente"
"tools\ScheduleCronTool\CronListTool.ts","conteudo_diferente","hash_diferente"
"tools\ScheduleCronTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ScheduleCronTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\SendMessageTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\SendMessageTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\SendMessageTool\SendMessageTool.ts","conteudo_diferente","hash_diferente"
"tools\SendMessageTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\shared\gitOperationTracking.ts","conteudo_diferente","hash_diferente"
"tools\shared\spawnMultiAgent.ts","conteudo_diferente","hash_diferente"
"tools\SkillTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\SkillTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\SkillTool\SkillTool.ts","conteudo_diferente","hash_diferente"
"tools\SkillTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\SleepTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\SyntheticOutputTool\SyntheticOutputTool.ts","conteudo_diferente","hash_diferente"
"tools\TaskCreateTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TaskCreateTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TaskCreateTool\TaskCreateTool.ts","conteudo_diferente","hash_diferente"
"tools\TaskGetTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TaskGetTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TaskGetTool\TaskGetTool.ts","conteudo_diferente","hash_diferente"
"tools\TaskListTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TaskListTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TaskListTool\TaskListTool.ts","conteudo_diferente","hash_diferente"
"tools\TaskOutputTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TaskOutputTool\TaskOutputTool.tsx","conteudo_diferente","hash_diferente"
"tools\TaskStopTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TaskStopTool\TaskStopTool.ts","conteudo_diferente","hash_diferente"
"tools\TaskStopTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\TaskUpdateTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TaskUpdateTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TaskUpdateTool\TaskUpdateTool.ts","conteudo_diferente","hash_diferente"
"tools\TeamCreateTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TeamCreateTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TeamCreateTool\TeamCreateTool.ts","conteudo_diferente","hash_diferente"
"tools\TeamCreateTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\TeamDeleteTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TeamDeleteTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TeamDeleteTool\TeamDeleteTool.ts","conteudo_diferente","hash_diferente"
"tools\TeamDeleteTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\testing\TestingPermissionTool.tsx","conteudo_diferente","hash_diferente"
"tools\TodoWriteTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\TodoWriteTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\TodoWriteTool\TodoWriteTool.ts","conteudo_diferente","hash_diferente"
"tools\ToolSearchTool\constants.ts","conteudo_diferente","hash_diferente"
"tools\ToolSearchTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\ToolSearchTool\ToolSearchTool.ts","conteudo_diferente","hash_diferente"
"tools\utils.ts","conteudo_diferente","hash_diferente"
"tools\WebFetchTool\preapproved.ts","conteudo_diferente","hash_diferente"
"tools\WebFetchTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\WebFetchTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\WebFetchTool\utils.ts","conteudo_diferente","hash_diferente"
"tools\WebFetchTool\WebFetchTool.ts","conteudo_diferente","hash_diferente"
"tools\WebSearchTool\prompt.ts","conteudo_diferente","hash_diferente"
"tools\WebSearchTool\UI.tsx","conteudo_diferente","hash_diferente"
"tools\WebSearchTool\WebSearchTool.ts","conteudo_diferente","hash_diferente"
"types\command.ts","conteudo_diferente","hash_diferente"
"types\generated\events_mono\claude_code\v1\claude_code_internal_event.ts","conteudo_diferente","hash_diferente"
"types\generated\events_mono\common\v1\auth.ts","conteudo_diferente","hash_diferente"
"types\generated\events_mono\growthbook\v1\growthbook_experiment_event.ts","conteudo_diferente","hash_diferente"
"types\generated\google\protobuf\timestamp.ts","conteudo_diferente","hash_diferente"
"types\hooks.ts","conteudo_diferente","hash_diferente"
"types\ids.ts","conteudo_diferente","hash_diferente"
"types\logs.ts","conteudo_diferente","hash_diferente"
"types\permissions.ts","conteudo_diferente","hash_diferente"
"types\plugin.ts","conteudo_diferente","hash_diferente"
"types\textInputTypes.ts","conteudo_diferente","hash_diferente"
"upstreamproxy\relay.ts","conteudo_diferente","hash_diferente"
"upstreamproxy\upstreamproxy.ts","conteudo_diferente","hash_diferente"
"utils\abortController.ts","conteudo_diferente","hash_diferente"
"utils\activityManager.ts","conteudo_diferente","hash_diferente"
"utils\advisor.ts","conteudo_diferente","hash_diferente"
"utils\agentContext.ts","conteudo_diferente","hash_diferente"
"utils\agenticSessionSearch.ts","conteudo_diferente","hash_diferente"
"utils\agentId.ts","conteudo_diferente","hash_diferente"
"utils\agentSwarmsEnabled.ts","conteudo_diferente","hash_diferente"
"utils\analyzeContext.ts","conteudo_diferente","hash_diferente"
"utils\ansiToPng.ts","conteudo_diferente","hash_diferente"
"utils\ansiToSvg.ts","conteudo_diferente","hash_diferente"
"utils\api.ts","conteudo_diferente","hash_diferente"
"utils\apiPreconnect.ts","conteudo_diferente","hash_diferente"
"utils\appleTerminalBackup.ts","conteudo_diferente","hash_diferente"
"utils\argumentSubstitution.ts","conteudo_diferente","hash_diferente"
"utils\array.ts","conteudo_diferente","hash_diferente"
"utils\asciicast.ts","conteudo_diferente","hash_diferente"
"utils\attachments.ts","conteudo_diferente","hash_diferente"
"utils\attribution.ts","conteudo_diferente","hash_diferente"
"utils\auth.ts","conteudo_diferente","hash_diferente"
"utils\authFileDescriptor.ts","conteudo_diferente","hash_diferente"
"utils\authPortable.ts","conteudo_diferente","hash_diferente"
"utils\autoModeDenials.ts","conteudo_diferente","hash_diferente"
"utils\autoRunIssue.tsx","conteudo_diferente","hash_diferente"
"utils\autoUpdater.ts","conteudo_diferente","hash_diferente"
"utils\aws.ts","conteudo_diferente","hash_diferente"
"utils\awsAuthStatusManager.ts","conteudo_diferente","hash_diferente"
"utils\backgroundHousekeeping.ts","conteudo_diferente","hash_diferente"
"utils\betas.ts","conteudo_diferente","hash_diferente"
"utils\billing.ts","conteudo_diferente","hash_diferente"
"utils\binaryCheck.ts","conteudo_diferente","hash_diferente"
"utils\browser.ts","conteudo_diferente","hash_diferente"
"utils\bufferedWriter.ts","conteudo_diferente","hash_diferente"
"utils\bundledMode.ts","conteudo_diferente","hash_diferente"
"utils\caCerts.ts","conteudo_diferente","hash_diferente"
"utils\caCertsConfig.ts","conteudo_diferente","hash_diferente"
"utils\cachePaths.ts","conteudo_diferente","hash_diferente"
"utils\CircularBuffer.ts","conteudo_diferente","hash_diferente"
"utils\classifierApprovals.ts","conteudo_diferente","hash_diferente"
"utils\classifierApprovalsHook.ts","conteudo_diferente","hash_diferente"
"utils\claudeCodeHints.ts","conteudo_diferente","hash_diferente"
"utils\claudeDesktop.ts","conteudo_diferente","hash_diferente"
"utils\claudemd.ts","conteudo_diferente","hash_diferente"
"utils\cleanup.ts","conteudo_diferente","hash_diferente"
"utils\cleanupRegistry.ts","conteudo_diferente","hash_diferente"
"utils\cliArgs.ts","conteudo_diferente","hash_diferente"
"utils\cliHighlight.ts","conteudo_diferente","hash_diferente"
"utils\codeIndexing.ts","conteudo_diferente","hash_diferente"
"utils\collapseBackgroundBashNotifications.ts","conteudo_diferente","hash_diferente"
"utils\collapseHookSummaries.ts","conteudo_diferente","hash_diferente"
"utils\collapseReadSearch.ts","conteudo_diferente","hash_diferente"
"utils\collapseTeammateShutdowns.ts","conteudo_diferente","hash_diferente"
"utils\combinedAbortSignal.ts","conteudo_diferente","hash_diferente"
"utils\background\remote\preconditions.ts","faltando_no_local","existe_no_sanbuphy"
"utils\background\remote\remoteSession.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\ast.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\bashParser.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\bashPipeCommand.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\commands.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\heredoc.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\ParsedCommand.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\parser.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\prefix.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\registry.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\shellCompletion.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\shellPrefix.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\shellQuote.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\shellQuoting.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\ShellSnapshot.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\alias.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\index.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\nohup.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\pyright.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\sleep.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\srun.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\time.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\specs\timeout.ts","faltando_no_local","existe_no_sanbuphy"
"utils\bash\treeSitterAnalysis.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\chromeNativeHost.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\common.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\mcpServer.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\prompt.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\setup.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\setupPortable.ts","faltando_no_local","existe_no_sanbuphy"
"utils\claudeInChrome\toolRendering.tsx","faltando_no_local","existe_no_sanbuphy"
"utils\commandLifecycle.ts","faltando_no_local","existe_no_sanbuphy"
"utils\commitAttribution.ts","faltando_no_local","existe_no_sanbuphy"
"utils\completionCache.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\appNames.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\cleanup.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\common.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\computerUseLock.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\drainRunLoop.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\escHotkey.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\executor.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\gates.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\hostAdapter.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\inputLoader.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\mcpServer.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\setup.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\swiftLoader.ts","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\toolRendering.tsx","faltando_no_local","existe_no_sanbuphy"
"utils\computerUse\wrapper.tsx","faltando_no_local","existe_no_sanbuphy"
"utils\concurrentSessions.ts","faltando_no_local","existe_no_sanbuphy"
"utils\config.ts","faltando_no_local","existe_no_sanbuphy"
"utils\configConstants.ts","faltando_no_local","existe_no_sanbuphy"
"utils\contentArray.ts","faltando_no_local","existe_no_sanbuphy"
"utils\context.ts","faltando_no_local","existe_no_sanbuphy"
"utils\contextAnalysis.ts","faltando_no_local","existe_no_sanbuphy"
"utils\contextSuggestions.ts","faltando_no_local","existe_no_sanbuphy"
"utils\controlMessageCompat.ts","faltando_no_local","existe_no_sanbuphy"
"utils\conversationRecovery.ts","faltando_no_local","existe_no_sanbuphy"
"utils\cron.ts","faltando_no_local","existe_no_sanbuphy"
"utils\cronJitterConfig.ts","faltando_no_local","existe_no_sanbuphy"
"utils\cronScheduler.ts","faltando_no_local","existe_no_sanbuphy"
"utils\cronTasks.ts","faltando_no_local","existe_no_sanbuphy"
"utils\cronTasksLock.ts","faltando_no_local","existe_no_sanbuphy"
"utils\crossProjectResume.ts","faltando_no_local","existe_no_sanbuphy"
"utils\crypto.ts","faltando_no_local","existe_no_sanbuphy"
"utils\Cursor.ts","faltando_no_local","existe_no_sanbuphy"
"utils\cwd.ts","faltando_no_local","existe_no_sanbuphy"
"utils\debug.ts","faltando_no_local","existe_no_sanbuphy"
"utils\debugFilter.ts","faltando_no_local","existe_no_sanbuphy"
"utils\deepLink\banner.ts","faltando_no_local","existe_no_sanbuphy"
"utils\deepLink\parseDeepLink.ts","faltando_no_local","existe_no_sanbuphy"
"utils\deepLink\protocolHandler.ts","faltando_no_local","existe_no_sanbuphy"
"utils\deepLink\registerProtocol.ts","faltando_no_local","existe_no_sanbuphy"
"utils\deepLink\terminalLauncher.ts","faltando_no_local","existe_no_sanbuphy"
"utils\deepLink\terminalPreference.ts","faltando_no_local","existe_no_sanbuphy"
"utils\desktopDeepLink.ts","faltando_no_local","existe_no_sanbuphy"
"utils\detectRepository.ts","faltando_no_local","existe_no_sanbuphy"
"utils\diagLogs.ts","faltando_no_local","existe_no_sanbuphy"
"utils\diff.ts","faltando_no_local","existe_no_sanbuphy"
"utils\directMemberMessage.ts","faltando_no_local","existe_no_sanbuphy"
"utils\displayTags.ts","faltando_no_local","existe_no_sanbuphy"
"utils\doctorContextWarnings.ts","faltando_no_local","existe_no_sanbuphy"
"utils\doctorDiagnostic.ts","faltando_no_local","existe_no_sanbuphy"
"utils\dxt\helpers.ts","faltando_no_local","existe_no_sanbuphy"
"utils\dxt\zip.ts","faltando_no_local","existe_no_sanbuphy"
"utils\earlyInput.ts","faltando_no_local","existe_no_sanbuphy"
"utils\editor.ts","faltando_no_local","existe_no_sanbuphy"
"utils\effort.ts","faltando_no_local","existe_no_sanbuphy"
"utils\embeddedTools.ts","faltando_no_local","existe_no_sanbuphy"
"utils\env.ts","faltando_no_local","existe_no_sanbuphy"
"utils\envDynamic.ts","faltando_no_local","existe_no_sanbuphy"
"utils\envUtils.ts","faltando_no_local","existe_no_sanbuphy"
"utils\envValidation.ts","faltando_no_local","existe_no_sanbuphy"
"utils\errorLogSink.ts","faltando_no_local","existe_no_sanbuphy"
"utils\errors.ts","faltando_no_local","existe_no_sanbuphy"
"utils\exampleCommands.ts","faltando_no_local","existe_no_sanbuphy"
"utils\execFileNoThrow.ts","faltando_no_local","existe_no_sanbuphy"
"utils\execFileNoThrowPortable.ts","faltando_no_local","existe_no_sanbuphy"
"utils\execSyncWrapper.ts","faltando_no_local","existe_no_sanbuphy"
"utils\exportRenderer.tsx","faltando_no_local","existe_no_sanbuphy"
"utils\extraUsage.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fastMode.ts","faltando_no_local","existe_no_sanbuphy"
"utils\file.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fileHistory.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fileOperationAnalytics.ts","faltando_no_local","existe_no_sanbuphy"
"utils\filePersistence\filePersistence.ts","faltando_no_local","existe_no_sanbuphy"
"utils\filePersistence\outputsScanner.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fileRead.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fileReadCache.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fileStateCache.ts","faltando_no_local","existe_no_sanbuphy"
"utils\findExecutable.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fingerprint.ts","faltando_no_local","existe_no_sanbuphy"
"utils\forkedAgent.ts","faltando_no_local","existe_no_sanbuphy"
"utils\format.ts","faltando_no_local","existe_no_sanbuphy"
"utils\formatBriefTimestamp.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fpsTracker.ts","faltando_no_local","existe_no_sanbuphy"
"utils\frontmatterParser.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fsOperations.ts","faltando_no_local","existe_no_sanbuphy"
"utils\fullscreen.ts","faltando_no_local","existe_no_sanbuphy"
"utils\generatedFiles.ts","faltando_no_local","existe_no_sanbuphy"
"utils\generators.ts","faltando_no_local","existe_no_sanbuphy"
"utils\genericProcessUtils.ts","faltando_no_local","existe_no_sanbuphy"
"utils\getWorktreePaths.ts","faltando_no_local","existe_no_sanbuphy"
"utils\getWorktreePathsPortable.ts","faltando_no_local","existe_no_sanbuphy"
"utils\ghPrStatus.ts","faltando_no_local","existe_no_sanbuphy"
"utils\git.ts","faltando_no_local","existe_no_sanbuphy"
"utils\git\gitConfigParser.ts","faltando_no_local","existe_no_sanbuphy"
"utils\git\gitFilesystem.ts","faltando_no_local","existe_no_sanbuphy"
"utils\git\gitignore.ts","faltando_no_local","existe_no_sanbuphy"
"utils\gitDiff.ts","faltando_no_local","existe_no_sanbuphy"
"utils\github\ghAuthStatus.ts","faltando_no_local","existe_no_sanbuphy"
"utils\githubRepoPathMapping.ts","faltando_no_local","existe_no_sanbuphy"
"utils\gitSettings.ts","faltando_no_local","existe_no_sanbuphy"
"utils\glob.ts","faltando_no_local","existe_no_sanbuphy"
"utils\gracefulShutdown.ts","faltando_no_local","existe_no_sanbuphy"
"utils\groupToolUses.ts","faltando_no_local","existe_no_sanbuphy"
"utils\handlePromptSubmit.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hash.ts","faltando_no_local","existe_no_sanbuphy"
"utils\headlessProfiler.ts","faltando_no_local","existe_no_sanbuphy"
"utils\heapDumpService.ts","faltando_no_local","existe_no_sanbuphy"
"utils\heatmap.ts","faltando_no_local","existe_no_sanbuphy"
"utils\highlightMatch.tsx","faltando_no_local","existe_no_sanbuphy"
"utils\hooks.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\apiQueryHookHelper.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\AsyncHookRegistry.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\execAgentHook.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\execHttpHook.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\execPromptHook.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\fileChangedWatcher.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\hookEvents.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\hookHelpers.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\hooksConfigManager.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\hooksConfigSnapshot.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\hooksSettings.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\postSamplingHooks.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\registerFrontmatterHooks.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\registerSkillHooks.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\sessionHooks.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\skillImprovement.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hooks\ssrfGuard.ts","faltando_no_local","existe_no_sanbuphy"
"utils\horizontalScroll.ts","faltando_no_local","existe_no_sanbuphy"
"utils\http.ts","faltando_no_local","existe_no_sanbuphy"
"utils\hyperlink.ts","faltando_no_local","existe_no_sanbuphy"
"utils\ide.ts","faltando_no_local","existe_no_sanbuphy"
"utils\idePathConversion.ts","faltando_no_local","existe_no_sanbuphy"
"utils\idleTimeout.ts","faltando_no_local","existe_no_sanbuphy"
"utils\imagePaste.ts","faltando_no_local","existe_no_sanbuphy"
"utils\imageResizer.ts","faltando_no_local","existe_no_sanbuphy"
"utils\imageStore.ts","faltando_no_local","existe_no_sanbuphy"
"utils\imageValidation.ts","faltando_no_local","existe_no_sanbuphy"
"utils\immediateCommand.ts","faltando_no_local","existe_no_sanbuphy"
"utils\ink.ts","faltando_no_local","existe_no_sanbuphy"
"utils\inProcessTeammateHelpers.ts","faltando_no_local","existe_no_sanbuphy"
"utils\intl.ts","faltando_no_local","existe_no_sanbuphy"
"utils\iTermBackup.ts","faltando_no_local","existe_no_sanbuphy"
"utils\jetbrains.ts","faltando_no_local","existe_no_sanbuphy"
"utils\json.ts","faltando_no_local","existe_no_sanbuphy"
"utils\jsonRead.ts","faltando_no_local","existe_no_sanbuphy"
"utils\keyboardShortcuts.ts","faltando_no_local","existe_no_sanbuphy"
"utils\lazySchema.ts","faltando_no_local","existe_no_sanbuphy"
"utils\listSessionsImpl.ts","faltando_no_local","existe_no_sanbuphy"
"utils\localInstaller.ts","faltando_no_local","existe_no_sanbuphy"
"utils\lockfile.ts","faltando_no_local","existe_no_sanbuphy"
"utils\log.ts","faltando_no_local","existe_no_sanbuphy"
"utils\logoV2Utils.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mailbox.ts","faltando_no_local","existe_no_sanbuphy"
"utils\managedEnv.ts","faltando_no_local","existe_no_sanbuphy"
"utils\managedEnvConstants.ts","faltando_no_local","existe_no_sanbuphy"
"utils\markdown.ts","faltando_no_local","existe_no_sanbuphy"
"utils\markdownConfigLoader.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mcp\dateTimeParser.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mcp\elicitationValidation.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mcpInstructionsDelta.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mcpOutputStorage.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mcpValidation.ts","faltando_no_local","existe_no_sanbuphy"
"utils\mcpWebSocketTransport.ts","faltando_no_local","existe_no_sanbuphy"
"utils\memoize.ts","faltando_no_local","existe_no_sanbuphy"
"utils\memory\types.ts","faltando_no_local","existe_no_sanbuphy"
"utils\memory\versions.ts","faltando_no_local","existe_no_sanbuphy"
"utils\memoryFileDetection.ts","faltando_no_local","existe_no_sanbuphy"
"utils\messagePredicates.ts","faltando_no_local","existe_no_sanbuphy"
"utils\messageQueueManager.ts","faltando_no_local","existe_no_sanbuphy"
"utils\messages.ts","faltando_no_local","existe_no_sanbuphy"
"utils\messages\mappers.ts","faltando_no_local","existe_no_sanbuphy"
"utils\messages\systemInit.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\agent.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\aliases.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\antModels.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\bedrock.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\check1mAccess.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\configs.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\contextWindowUpgradeCheck.ts","faltando_no_local","existe_no_sanbuphy"
"utils\model\deprecation.ts","faltando_no_local","existe_no_sanbuphy"
